EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,YearRT,Month
2539,2015,32,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2,3,2,2,3,3,1,Fired,Not Applicable,2016,10
2545,2015,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0,4,4,2,2,3,1,Resignation,Stress,2016,6
2546,2015,46,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7,3,2,3,4,4,1,Resignation,Others,2016,4
2551,2015,30,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0,2,4,2,3,3,1,Resignation,Others,2016,11
2552,2015,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0,4,2,3,3,3,1,Resignation,Others,2016,10
2566,2015,34,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0,4,1,3,3,3,1,Resignation,Others,2016,1
2567,2015,56,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0,1,4,3,3,4,1,Fired,Not Applicable,2016,11
2578,2015,29,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0,3,1,3,3,3,1,Resignation,Salary,2016,10
2582,2015,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2,4,3,3,3,3,1,Resignation,Others,2016,2
2588,2015,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3,1,3,3,3,3,1,Resignation,Others,2016,5
2592,2015,27,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0,1,2,3,3,3,1,Resignation,Others,2016,5
2603,2015,28,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3,3,4,2,2,3,1,Resignation,Others,2016,7
2608,2015,31,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8,1,4,3,3,3,1,Resignation,Salary,2016,11
2609,2015,53,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,1,Fired,Not Applicable,2016,3
2651,2015,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1,Y,11,8,0,1,3,1,1,0,4,1,2,3,3,1,Fired,Not Applicable,2016,6
2655,2015,29,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9,Y,25,8,0,4,4,2,2,2,1,4,4,3,4,1,Resignation,Stress,2016,12
2657,2015,56,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8,Y,24,8,1,14,3,10,9,8,4,3,1,3,4,1,Resignation,Stress,2016,2
2665,2015,50,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1,2,3,3,2,3,1,Resignation,Others,2016,5
2674,2015,50,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0,4,1,3,3,3,1,Resignation,Salary,2016,6
2683,2015,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Single,20990,8,Y,12,8,1,8,2,6,0,5,2,4,1,3,3,1,Resignation,Others,2016,12
2685,2015,37,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,56470,6,Y,19,8,0,7,2,0,0,0,4,3,3,3,3,1,Resignation,Others,2016,6
2697,2015,28,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,Single,100960,2,Y,13,8,0,6,2,4,0,3,3,3,3,3,3,1,Resignation,Others,2016,7
2704,2015,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,Single,54860,7,Y,12,8,1,10,2,5,0,3,3,1,3,3,3,1,Resignation,Salary,2016,7
2707,2015,34,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,Single,84630,2,Y,13,8,0,8,2,4,1,3,2,1,3,1,3,1,Resignation,Others,2016,5
2709,2015,32,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,Single,165980,1,Y,13,8,0,10,2,10,6,7,2,1,3,3,3,1,Resignation,Salary,2016,7
2716,2015,39,Travel_Rarely,Human Resources,1,4,Medical,1,Male,1,Sales Executive,Married,36730,3,Y,14,8,1,19,3,1,0,0,4,4,4,3,3,1,Resignation,Others,2016,4
2717,2015,24,Travel_Rarely,Human Resources,2,5,Human Resources,1,Male,3,Sales Executive,Married,47680,2,Y,11,8,1,6,2,2,2,0,2,4,2,2,3,1,Fired,Not Applicable,2016,2
2719,2015,50,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Research Director,Married,49000,1,Y,11,8,0,3,3,3,0,2,1,3,3,2,3,1,Resignation,Others,2016,4
2725,2015,26,Travel_Rarely,Sales,4,3,Marketing,1,Male,2,Manager,Single,24040,1,Y,12,8,0,1,6,1,0,1,1,3,2,3,3,1,Fired,Not Applicable,2016,5
2728,2015,41,Travel_Rarely,Sales,20,4,Marketing,1,Male,2,Sales Executive,Married,102090,1,Y,13,8,1,23,2,22,15,8,2,3,3,3,3,1,Resignation,Others,2016,4
2733,2015,48,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,1,Sales Executive,Single,45910,9,Y,16,8,0,23,6,1,0,0,1,3,3,1,3,1,Resignation,Others,2016,11
2734,2015,28,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Sales Executive,Single,25610,1,Y,22,8,1,2,3,2,2,2,3,3,2,3,4,1,Resignation,Others,2016,9
2752,2015,36,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,4,Laboratory Technician,Married,144110,0,Y,18,8,3,2,2,1,0,0,4,3,2,4,3,1,Resignation,Salary,2016,8
2772,2015,46,Travel_Rarely,Sales,1,2,Medical,1,Female,2,Research Scientist,Single,97140,1,Y,22,8,0,9,0,9,4,7,3,4,3,3,4,1,Resignation,Others,2016,11
2783,2015,37,Travel_Rarely,Human Resources,9,3,Human Resources,1,Male,2,Healthcare Representative,Divorced,54840,4,Y,17,8,0,7,4,3,0,2,3,1,3,3,3,1,Resignation,Stress,2016,4
2785,2015,20,Travel_Frequently,Sales,4,4,Life Sciences,1,Female,2,Healthcare Representative,Single,99240,1,Y,22,8,0,1,3,1,1,0,4,4,3,3,4,1,Resignation,Others,2016,10
2790,2015,25,Travel_Rarely,Sales,10,1,Marketing,1,Male,2,Research Director,Single,82370,1,Y,13,8,0,6,6,6,0,3,3,3,3,2,3,1,Fired,Not Applicable,2016,4
2794,2015,34,Travel_Frequently,Human Resources,4,4,Life Sciences,1,Female,5,Sales Executive,Single,55620,1,Y,15,8,0,9,3,9,0,6,1,3,3,3,3,1,Resignation,Salary,2016,4
2805,2015,56,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,2,2,3,1,3,1,Resignation,Others,2016,10
2807,2015,31,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,3,Sales Executive,Married,21410,4,Y,20,8,0,12,2,7,7,7,2,3,2,3,4,1,Resignation,Others,2016,7
2809,2015,58,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Research Scientist,Married,43850,1,Y,13,8,1,40,2,40,15,6,4,4,2,2,3,1,Fired,Not Applicable,2016,9
2810,2015,19,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,1,Manager,Single,53320,1,Y,23,8,1,0,2,0,0,0,4,3,2,3,4,1,Resignation,Stress,2016,2
2815,2015,31,Travel_Rarely,Research & Development,15,1,Medical,1,Female,2,Sales Executive,Married,40660,3,Y,22,8,0,4,2,2,2,2,2,3,3,2,4,1,Resignation,Others,2016,1
2819,2015,51,Travel_Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Manager,Single,15690,2,Y,11,8,0,18,2,4,0,3,1,4,3,4,3,1,Fired,Not Applicable,2016,4
2823,2015,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Single,41480,7,Y,15,8,0,10,0,5,0,4,1,1,4,2,3,1,Resignation,Others,2016,3
2854,2015,19,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0,Y,22,8,1,1,4,0,0,0,3,1,4,3,4,1,Resignation,Stress,2016,10
2860,2015,19,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1,Y,21,8,0,1,2,1,1,0,2,4,2,3,4,1,Resignation,Salary,2016,4
2865,2015,41,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1,Y,24,8,1,4,1,4,0,2,2,2,2,3,4,1,Resignation,Salary,2016,6
2875,2015,35,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Married,108830,3,Y,12,8,0,8,3,1,0,1,2,3,3,4,3,1,Resignation,Others,2016,2
2887,2015,38,Travel_Rarely,Sales,6,4,Life Sciences,1,Female,3,Research Scientist,Married,107480,7,Y,15,8,0,17,3,1,0,0,2,1,3,3,3,1,Resignation,Others,2016,9
2888,2015,29,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,1,Resignation,Others,2016,8
2893,2015,32,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,1,Resignation,Others,2016,1
2897,2015,30,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,55620,5,Y,13,8,0,8,3,5,0,4,4,1,3,2,3,1,Resignation,Others,2016,12
2899,2015,30,Travel_Frequently,Sales,3,2,Medical,1,Male,2,Healthcare Representative,Single,28620,5,Y,14,8,0,9,2,6,0,1,3,1,3,2,3,1,Resignation,Salary,2016,3
2900,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,49780,0,Y,13,8,0,7,3,6,1,5,3,3,2,2,3,1,Resignation,Others,2016,7
2912,2015,29,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Female,1,Research Scientist,Single,21800,1,Y,21,8,0,4,2,4,0,1,3,4,2,3,4,1,Resignation,Salary,2016,1
2917,2015,33,Travel_Rarely,Sales,11,4,Marketing,1,Male,1,Research Scientist,Married,71400,5,Y,21,8,0,8,2,5,0,4,3,4,1,2,4,1,Resignation,Others,2016,11
2919,2015,33,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Manager,Married,51470,7,Y,11,8,0,13,2,9,1,7,1,1,4,3,3,1,Resignation,Stress,2016,8
2922,2015,32,Travel_Rarely,Sales,23,1,Life Sciences,1,Male,3,Healthcare Representative,Single,24680,0,Y,11,8,0,4,2,3,1,2,4,3,1,3,3,1,Resignation,Salary,2016,10
2933,2015,37,Travel_Frequently,Sales,2,3,Marketing,1,Male,1,Laboratory Technician,Divorced,40010,6,Y,11,8,1,17,2,1,0,0,1,3,3,3,3,1,Resignation,Stress,2016,10
2942,2015,31,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Research Scientist,Single,41890,0,Y,23,8,1,6,3,5,1,4,3,2,4,2,4,1,Resignation,Salary,2016,3
2947,2015,28,Travel_Rarely,Research & Development,11,2,Medical,1,Male,2,Sales Executive,Single,58130,2,Y,20,8,1,5,2,0,0,0,1,3,1,3,4,1,Resignation,Stress,2016,3
2954,2015,47,Non-Travel,Research & Development,1,1,Medical,1,Male,1,Research Scientist,Married,57620,1,Y,11,8,2,10,4,10,9,9,1,2,2,2,3,1,Resignation,Others,2016,11
2969,2015,44,Travel_Frequently,Research & Development,1,2,Medical,1,Male,2,Research Scientist,Divorced,103330,3,Y,14,8,1,19,2,1,0,0,4,3,1,2,3,1,Resignation,Salary,2016,9
2971,2015,26,Travel_Rarely,Research & Development,4,3,Medical,1,Male,3,Research Scientist,Divorced,68540,2,Y,11,8,0,5,5,3,0,2,1,2,3,2,3,1,Fired,Not Applicable,2016,7
2976,2015,26,Travel_Rarely,Research & Development,8,3,Medical,1,Male,2,Manager,Single,157870,1,Y,12,8,2,8,5,8,7,4,4,4,3,3,3,1,Resignation,Salary,2016,1
2979,2015,18,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Sales Executive,Single,23350,1,Y,14,8,2,0,3,0,0,0,3,3,3,2,3,1,Resignation,Stress,2016,2
3000,2015,52,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Female,2,Research Scientist,Married,47740,2,Y,18,8,1,11,2,8,7,7,3,2,2,3,3,1,Resignation,Others,2016,12
3006,2015,28,Travel_Rarely,Research & Development,9,4,Medical,1,Male,1,Sales Executive,Married,56730,5,Y,14,8,1,5,4,3,2,2,1,4,2,2,3,1,Resignation,Salary,2016,7
3010,2015,39,Travel_Rarely,Research & Development,1,1,Medical,1,Female,1,Laboratory Technician,Married,42840,4,Y,17,8,1,12,0,1,0,0,4,3,2,3,3,1,Resignation,Salary,2016,2
3019,2015,29,Travel_Rarely,Research & Development,29,3,Medical,1,Female,1,Research Scientist,Married,23070,1,Y,13,8,1,7,0,7,0,7,2,1,2,3,3,1,Resignation,Others,2016,5
3040,2015,21,Travel_Frequently,Research & Development,9,3,Medical,1,Female,4,Manufacturing Director,Single,178750,1,Y,12,8,0,3,5,3,1,2,1,2,3,2,3,1,Resignation,Stress,2016,1
3046,2015,33,Travel_Rarely,Human Resources,28,2,Human Resources,1,Female,5,Manager,Single,55610,1,Y,21,8,1,1,3,1,0,0,4,3,3,1,4,1,Resignation,Salary,2016,4
3049,2015,41,Travel_Frequently,Research & Development,16,1,Medical,1,Female,1,Research Scientist,Single,28100,1,Y,11,8,0,8,3,8,7,7,1,2,3,4,3,1,Resignation,Salary,2016,6
3051,2015,40,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Healthcare Representative,Married,86280,2,Y,20,8,0,8,2,6,1,0,3,3,3,2,4,1,Resignation,Salary,2016,11
3053,2015,21,Travel_Rarely,Human Resources,10,2,Human Resources,1,Male,1,Laboratory Technician,Single,53730,1,Y,12,8,1,1,2,1,0,0,3,2,3,3,3,1,Resignation,Stress,2016,11
3061,2015,34,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Representative,Single,56170,8,Y,25,8,1,9,3,5,0,4,1,4,2,3,4,1,Resignation,Others,2016,8
3065,2015,26,Travel_Frequently,Sales,14,3,Life Sciences,1,Male,2,Manager,Single,75100,0,Y,18,8,3,7,3,6,0,4,3,1,3,3,3,1,Resignation,Stress,2016,3
3068,2015,30,Travel_Frequently,Sales,3,2,Marketing,1,Male,3,Research Scientist,Single,11290,9,Y,19,8,0,3,2,1,0,0,3,4,3,2,3,1,Resignation,Others,2016,1
3088,2015,25,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5,Y,13,8,0,6,3,2,0,2,1,1,3,3,3,1,Resignation,Salary,2016,1
3097,2015,24,Travel_Rarely,Research & Development,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1,Y,17,8,1,6,0,5,1,4,1,2,3,2,3,1,Resignation,Stress,2016,8
3098,2015,34,Travel_Frequently,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0,Y,20,8,1,3,3,2,1,0,4,3,2,3,4,1,Resignation,Others,2016,2
3104,2015,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,Y,16,8,1,6,4,2,1,1,3,2,4,2,3,1,Resignation,Salary,2016,10
3105,2015,19,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1,Y,15,8,2,1,2,1,0,0,1,4,4,3,3,1,Resignation,Salary,2016,11
3118,2015,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7,Y,22,8,0,15,2,7,7,7,2,3,4,2,4,1,Fired,Not Applicable,2016,1
3119,2015,33,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7,Y,25,8,0,8,5,4,1,3,1,4,3,3,4,1,Fired,Not Applicable,2016,5
3122,2015,31,Travel_Frequently,Research & Development,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3,Y,15,8,2,12,2,1,0,0,1,3,3,2,3,1,Resignation,Salary,2016,3
3123,2015,34,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,Y,22,8,1,11,5,3,0,2,2,1,3,4,4,1,Resignation,Stress,2016,9
3126,2015,22,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5,Y,13,8,2,4,2,2,1,2,3,3,3,3,3,1,Resignation,Others,2016,6
3136,2015,26,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0,Y,12,8,0,8,3,7,1,0,2,3,2,3,3,1,Resignation,Others,2016,12
3140,2015,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0,2,2,3,4,3,1,Resignation,Stress,2016,3
3146,2015,26,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1,Y,22,8,0,1,3,1,0,0,3,4,1,1,4,1,Resignation,Others,2016,5
3152,2015,32,Non-Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2,4,3,3,2,4,1,Resignation,Others,2016,10
3162,2015,24,Travel_Frequently,Research & Development,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1,Y,21,8,0,6,3,6,1,2,1,3,3,3,4,1,Fired,Not Applicable,2016,12
3163,2015,30,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1,Y,14,8,0,1,2,1,0,0,2,1,4,3,3,1,Resignation,Stress,2016,9
3165,2015,31,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2,Y,12,8,2,9,2,3,1,2,2,1,1,2,3,1,Resignation,Stress,2016,11
3178,2015,27,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0,Y,18,8,0,5,0,4,0,2,3,1,3,3,3,1,Fired,Not Applicable,2016,1
3187,2015,45,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0,1,1,3,3,3,1,Resignation,Others,2016,12
3196,2015,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,Y,12,8,3,1,2,1,1,1,4,3,3,2,3,1,Resignation,Salary,2016,11
3197,2015,33,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,Y,11,8,0,10,3,10,9,7,1,1,3,3,3,1,Resignation,Others,2016,10
3208,2015,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,Y,12,8,0,4,3,2,2,0,1,3,3,1,3,1,Resignation,Stress,2016,6
3211,2015,50,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,Y,14,8,1,18,2,4,1,3,2,3,3,2,3,1,Resignation,Others,2016,6
3223,2015,28,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,Y,18,8,3,10,0,7,3,7,1,2,3,2,3,1,Fired,Not Applicable,2016,11
3230,2015,42,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,Y,21,8,3,7,3,2,2,2,3,3,3,3,4,1,Resignation,Others,2016,8
3245,2015,33,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8,4,4,2,3,3,1,Resignation,Salary,2016,8
3249,2015,47,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4,Y,13,8,1,8,2,5,1,3,2,3,3,3,3,1,Resignation,Others,2016,8
3251,2015,55,Travel_Rarely,Human Resources,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4,4,1,3,3,3,1,Resignation,Salary,2016,3
3256,2015,26,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2,4,1,2,3,3,1,Resignation,Salary,2016,2
3268,2015,23,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0,3,1,3,2,3,1,Resignation,Others,2016,5
3272,2015,29,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0,2,1,3,4,3,1,Resignation,Others,2016,5
3274,2015,33,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2,1,1,3,2,3,1,Resignation,Stress,2016,6
3278,2015,58,Travel_Rarely,Research & Development,24,3,Other,1,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8,4,2,3,3,3,1,Resignation,Others,2016,1
3281,2015,28,Travel_Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1,3,3,2,2,3,1,Resignation,Others,2016,6
3290,2015,49,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7,3,4,4,4,3,1,Resignation,Stress,2016,5
3291,2015,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3,3,4,2,4,3,1,Resignation,Others,2016,6
3297,2015,26,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,3,3,3,3,4,1,Resignation,Salary,2016,2
3319,2015,35,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8,4,2,2,4,3,1,Resignation,Salary,2016,6
3328,2015,29,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2,2,3,3,3,3,1,Resignation,Others,2016,11
3339,2015,32,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1,1,4,1,2,3,1,Resignation,Salary,2016,1
3343,2015,58,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0,4,4,2,3,3,1,Resignation,Others,2016,7
3345,2015,20,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2,3,3,2,1,3,1,Resignation,Salary,2016,2
3346,2015,21,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0,4,4,2,3,3,1,Resignation,Others,2016,1
3349,2015,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2,2,3,4,3,3,1,Resignation,Others,2016,9
3350,2015,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0,2,4,2,4,3,1,Resignation,Stress,2016,7
3352,2015,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2,4,1,1,3,3,1,Resignation,Others,2016,10
3366,2015,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3,1,Resignation,Stress,2016,8
3371,2015,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0,4,2,4,3,3,1,Resignation,Salary,2016,5
3372,2015,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0,1,1,3,3,3,1,Resignation,Others,2016,1
3376,2015,36,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7,3,4,3,3,3,1,Resignation,Stress,2016,7
3378,2015,37,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7,1,3,1,2,3,1,Resignation,Salary,2016,1
3383,2015,58,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0,4,3,3,1,3,1,Resignation,Stress,2016,11
3389,2015,40,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0,2,2,2,3,3,1,Resignation,Stress,2016,2
3392,2015,31,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2,3,1,3,3,4,1,Resignation,Salary,2016,10
3394,2015,29,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0,4,1,3,2,3,1,Resignation,Others,2016,2
3403,2015,30,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1,1,3,3,2,3,1,Resignation,Stress,2016,8
3408,2015,35,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2,3,2,1,2,3,1,Fired,Not Applicable,2016,5
3414,2015,20,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0,4,1,3,3,3,1,Resignation,Others,2016,7
3415,2015,30,Travel_Frequently,Research & Development,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2,2,2,3,3,3,1,Resignation,Others,2016,10
