EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
3151,2016,52,Travel_Rarely,Sales,2,1,Medical,1,Divorced,99800,3,11,1,18,2,10,6,9,4,1,3,3,Not Applicable,Not Applicable,0
3153,2016,24,Travel_Frequently,Sales,22,3,Life Sciences,1,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,Not Applicable,Not Applicable,0
3154,2016,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
3155,2016,37,Travel_Rarely,Research & Development,1,4,Technical Degree,5,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,Not Applicable,Not Applicable,0
3156,2016,49,Travel_Rarely,Sales,21,1,Life Sciences,1,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,Not Applicable,Not Applicable,0
3157,2016,24,Travel_Rarely,Sales,1,3,Marketing,1,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,Not Applicable,Not Applicable,0
3158,2016,26,Travel_Rarely,Research & Development,19,4,Technical Degree,4,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,Not Applicable,Not Applicable,0
3159,2016,24,Travel_Rarely,Sales,7,3,Medical,1,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,Not Applicable,Not Applicable,0
3160,2016,50,Travel_Frequently,Sales,2,2,Marketing,1,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,Not Applicable,Not Applicable,0
3161,2016,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,Not Applicable,Not Applicable,0
3164,2016,34,Travel_Rarely,Sales,6,2,Life Sciences,4,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,Not Applicable,Not Applicable,0
3166,2016,35,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,Not Applicable,Not Applicable,0
3167,2016,31,Travel_Rarely,Sales,1,3,Marketing,2,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,Not Applicable,Not Applicable,0
3168,2016,27,Travel_Rarely,Sales,22,4,Medical,1,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,Not Applicable,Not Applicable,0
3169,2016,37,Travel_Rarely,Sales,9,4,Marketing,2,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,Not Applicable,Not Applicable,0
3170,2016,20,Travel_Rarely,Research & Development,17,4,Medical,1,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,Not Applicable,Not Applicable,0
3171,2016,42,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,Not Applicable,Not Applicable,0
3172,2016,43,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,Not Applicable,Not Applicable,0
3173,2016,38,Travel_Rarely,Human Resources,2,4,Medical,1,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,Not Applicable,Not Applicable,0
3174,2016,43,Travel_Frequently,Sales,4,3,Medical,2,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,Not Applicable,Not Applicable,0
3175,2016,48,Travel_Rarely,Research & Development,8,1,Medical,2,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,Not Applicable,Not Applicable,0
3176,2016,44,Travel_Rarely,Sales,29,4,Marketing,2,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,Not Applicable,Not Applicable,0
3177,2016,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,Not Applicable,Not Applicable,0
3179,2016,21,Travel_Rarely,Sales,16,2,Life Sciences,3,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,Not Applicable,Not Applicable,0
3180,2016,44,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,Not Applicable,Not Applicable,0
3181,2016,22,Travel_Rarely,Research & Development,2,2,Medical,2,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,Not Applicable,Not Applicable,0
3182,2016,33,Travel_Rarely,Sales,13,4,Marketing,2,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,Not Applicable,Not Applicable,0
3183,2016,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,Not Applicable,Not Applicable,0
3184,2016,30,Travel_Frequently,Research & Development,4,5,Technical Degree,3,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
3185,2016,53,Travel_Rarely,Research & Development,24,3,Other,3,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,Not Applicable,Not Applicable,0
3186,2016,34,Travel_Rarely,Research & Development,1,5,Medical,1,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,Not Applicable,Not Applicable,0
3188,2016,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,Not Applicable,Not Applicable,0
3189,2016,37,Travel_Rarely,Research & Development,4,3,Medical,1,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,Not Applicable,Not Applicable,0
3190,2016,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,Not Applicable,Not Applicable,0
3191,2016,35,Travel_Rarely,Research & Development,10,5,Medical,4,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,Not Applicable,Not Applicable,0
3192,2016,33,Travel_Frequently,Research & Development,8,3,Technical Degree,2,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,Not Applicable,Not Applicable,0
3193,2016,54,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,Not Applicable,Not Applicable,0
3194,2016,36,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,Not Applicable,Not Applicable,0
3195,2016,27,Travel_Rarely,Sales,9,3,Marketing,5,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,Not Applicable,Not Applicable,0
3198,2016,35,Non-Travel,Research & Development,2,1,Medical,1,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,Not Applicable,Not Applicable,0
3199,2016,23,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,Not Applicable,Not Applicable,0
3200,2016,25,Travel_Rarely,Research & Development,11,3,Medical,2,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
3201,2016,38,Travel_Rarely,Research & Development,16,3,Life Sciences,5,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,Not Applicable,Not Applicable,0
3202,2016,29,Travel_Frequently,Sales,2,4,Life Sciences,4,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,Not Applicable,Not Applicable,0
3203,2016,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,Not Applicable,Not Applicable,0
3204,2016,27,Travel_Frequently,Sales,4,3,Technical Degree,5,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,Not Applicable,Not Applicable,0
3205,2016,37,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,Not Applicable,Not Applicable,0
3206,2016,50,Travel_Rarely,Sales,5,3,Medical,1,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,Not Applicable,Not Applicable,0
3207,2016,34,Travel_Rarely,Research & Development,18,1,Medical,1,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,Not Applicable,Not Applicable,0
3209,2016,39,Travel_Rarely,Research & Development,12,5,Medical,1,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,Not Applicable,Not Applicable,0
3210,2016,32,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,Not Applicable,Not Applicable,0
3212,2016,38,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,Not Applicable,Not Applicable,0
3213,2016,27,Travel_Rarely,Research & Development,10,3,Medical,5,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,Not Applicable,Not Applicable,0
3214,2016,32,Travel_Rarely,Sales,1,3,Medical,2,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,Not Applicable,Not Applicable,0
3215,2016,47,Travel_Rarely,Research & Development,2,3,Medical,5,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,Not Applicable,Not Applicable,0
3216,2016,40,Travel_Frequently,Research & Development,3,4,Medical,3,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,Not Applicable,Not Applicable,0
3217,2016,53,Travel_Rarely,Research & Development,7,1,Life Sciences,2,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,Not Applicable,Not Applicable,0
3218,2016,41,Travel_Rarely,Sales,6,3,Medical,1,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,Not Applicable,Not Applicable,0
3219,2016,60,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,Not Applicable,Not Applicable,0
3220,2016,27,Travel_Frequently,Research & Development,29,1,Life Sciences,2,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,Not Applicable,Not Applicable,0
3221,2016,41,Travel_Rarely,Research & Development,3,3,Medical,1,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,Not Applicable,Not Applicable,0
3222,2016,50,Travel_Rarely,Sales,9,3,Life Sciences,2,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,Not Applicable,Not Applicable,0
3224,2016,36,Non-Travel,Research & Development,10,4,Technical Degree,2,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,Not Applicable,Not Applicable,0
3225,2016,38,Travel_Rarely,Research & Development,1,3,Medical,3,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,Not Applicable,Not Applicable,0
3226,2016,44,Non-Travel,Research & Development,8,2,Life Sciences,1,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,Not Applicable,Not Applicable,0
3227,2016,47,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,Not Applicable,Not Applicable,0
3228,2016,30,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,Not Applicable,Not Applicable,0
3229,2016,29,Travel_Rarely,Research & Development,1,2,Medical,1,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
3231,2016,43,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,Not Applicable,Not Applicable,0
3232,2016,34,Travel_Rarely,Research & Development,2,5,Technical Degree,2,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,Not Applicable,Not Applicable,0
3233,2016,23,Travel_Rarely,Sales,13,3,Marketing,5,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,Not Applicable,Not Applicable,0
3234,2016,39,Travel_Rarely,Sales,2,4,Marketing,4,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,Not Applicable,Not Applicable,0
3235,2016,56,Travel_Rarely,Research & Development,2,4,Medical,1,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,Not Applicable,Not Applicable,0
3236,2016,40,Travel_Rarely,Sales,9,3,Marketing,2,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,Not Applicable,Not Applicable,0
3237,2016,27,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,Not Applicable,Not Applicable,0
3238,2016,29,Travel_Rarely,Sales,20,3,Marketing,2,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,Not Applicable,Not Applicable,0
3239,2016,53,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,Not Applicable,Not Applicable,0
3240,2016,35,Non-Travel,Research & Development,5,1,Medical,1,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,Not Applicable,Not Applicable,0
3241,2016,32,Travel_Frequently,Sales,4,4,Life Sciences,2,Married,188440,1,19,0,10,3,10,4,7,1,4,3,1,Not Applicable,Not Applicable,0
3242,2016,38,Travel_Rarely,Sales,10,3,Medical,4,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,Not Applicable,Not Applicable,0
3243,2016,34,Travel_Rarely,Research & Development,20,3,Medical,3,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,Not Applicable,Not Applicable,0
3244,2016,52,Travel_Rarely,Sales,21,5,Technical Degree,3,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,Not Applicable,Not Applicable,0
3246,2016,25,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,Not Applicable,Not Applicable,0
3247,2016,45,Travel_Rarely,Sales,2,3,Life Sciences,3,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,Not Applicable,Not Applicable,0
3248,2016,23,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,Not Applicable,Not Applicable,0
3250,2016,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,Not Applicable,Not Applicable,0
3252,2016,36,Non-Travel,Research & Development,7,2,Life Sciences,5,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,Not Applicable,Not Applicable,0
3253,2016,52,Non-Travel,Research & Development,1,4,Life Sciences,5,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,Not Applicable,Not Applicable,0
3254,2016,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,Divorced,28350,3,11,1,5,2,2,2,0,1,4,3,3,Not Applicable,Not Applicable,0
3255,2016,29,Travel_Rarely,Research & Development,10,2,Medical,3,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,Not Applicable,Not Applicable,0
3257,2016,34,Travel_Rarely,Research & Development,14,4,Technical Degree,2,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,Not Applicable,Not Applicable,0
3258,2016,54,Travel_Rarely,Research & Development,18,4,Medical,2,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,Not Applicable,Not Applicable,0
3259,2016,27,Travel_Frequently,Research & Development,13,2,Life Sciences,4,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,Not Applicable,Not Applicable,0
3260,2016,37,Travel_Rarely,Sales,2,4,Technical Degree,2,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,Not Applicable,Not Applicable,0
3261,2016,38,Travel_Frequently,Sales,2,4,Life Sciences,2,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,Not Applicable,Not Applicable,0
3262,2016,34,Travel_Rarely,Sales,2,3,Marketing,1,Single,103120,1,12,0,6,2,6,1,3,3,1,3,3,Not Applicable,Not Applicable,0
3263,2016,35,Travel_Rarely,Research & Development,5,4,Medical,3,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,Not Applicable,Not Applicable,0
3264,2016,30,Travel_Rarely,Research & Development,20,3,Medical,1,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,Not Applicable,Not Applicable,0
3265,2016,40,Travel_Frequently,Research & Development,10,4,Medical,2,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,Not Applicable,Not Applicable,0
3266,2016,34,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,Not Applicable,Not Applicable,0
3267,2016,42,Travel_Frequently,Research & Development,9,4,Medical,1,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,Not Applicable,Not Applicable,0
3269,2016,24,Non-Travel,Sales,1,5,Marketing,1,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,Not Applicable,Not Applicable,0
3270,2016,52,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,Not Applicable,Not Applicable,0
3271,2016,50,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,Not Applicable,Not Applicable,0
3273,2016,33,Travel_Rarely,Research & Development,3,4,Life Sciences,4,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,Not Applicable,Not Applicable,0
3275,2016,47,Travel_Rarely,Research & Development,6,4,Other,2,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,Not Applicable,Not Applicable,0
3276,2016,36,Travel_Rarely,Sales,6,3,Medical,2,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,Not Applicable,Not Applicable,0
3277,2016,29,Travel_Rarely,Research & Development,10,3,Other,1,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,Not Applicable,Not Applicable,0
3279,2016,35,Travel_Rarely,Sales,10,4,Marketing,1,Single,26320,3,13,3,7,3,2,2,2,4,3,3,4,Not Applicable,Not Applicable,0
3280,2016,42,Travel_Rarely,Sales,15,1,Marketing,2,Married,46680,9,18,2,8,2,4,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3282,2016,36,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,27200,4,14,1,8,3,5,0,4,3,2,3,3,Not Applicable,Not Applicable,0
3283,2016,32,Travel_Rarely,Research & Development,3,1,Medical,2,Married,171810,1,14,0,14,2,14,6,8,3,3,3,2,Not Applicable,Not Applicable,0
3284,2016,40,Travel_Frequently,Sales,9,3,Marketing,3,Single,22380,6,14,0,10,3,1,0,0,1,3,3,3,Not Applicable,Not Applicable,0
3285,2016,30,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Single,14830,5,13,0,12,3,0,0,0,3,4,2,3,Not Applicable,Not Applicable,0
3286,2016,45,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Single,56050,1,12,2,1,2,1,0,0,2,3,3,3,Not Applicable,Not Applicable,0
3287,2016,42,Travel_Rarely,Research & Development,20,2,Medical,2,Married,72950,1,15,0,10,3,9,7,8,2,2,2,3,Not Applicable,Not Applicable,0
3288,2016,38,Travel_Frequently,Sales,4,3,Medical,2,Divorced,23060,2,19,1,13,5,4,1,2,1,1,2,3,Not Applicable,Not Applicable,0
3289,2016,34,Travel_Frequently,Research & Development,7,4,Life Sciences,3,Single,23480,1,14,1,6,3,5,1,3,3,4,3,3,Not Applicable,Not Applicable,0
3292,2016,43,Travel_Rarely,Research & Development,25,2,Medical,2,Married,61320,6,13,0,22,3,4,1,0,2,1,3,2,Not Applicable,Not Applicable,0
3293,2016,27,Travel_Rarely,Sales,2,4,Medical,2,Divorced,33460,1,21,1,9,2,9,0,8,3,4,3,2,Not Applicable,Not Applicable,0
3294,2016,35,Travel_Rarely,Research & Development,1,3,Medical,1,Single,108550,3,13,1,17,2,8,1,6,3,3,4,3,Not Applicable,Not Applicable,0
3295,2016,28,Travel_Rarely,Sales,1,2,Technical Degree,1,Married,22310,1,12,0,8,3,8,7,5,2,2,3,2,Not Applicable,Not Applicable,0
3296,2016,34,Travel_Rarely,Sales,2,5,Life Sciences,4,Married,23230,0,17,0,4,2,3,0,2,3,3,1,3,Not Applicable,Not Applicable,0
3298,2016,27,Non-Travel,Sales,1,3,Technical Degree,1,Married,27130,1,11,0,0,2,0,0,0,4,4,2,3,Not Applicable,Not Applicable,0
3299,2016,51,Travel_Rarely,Sales,16,3,Medical,3,Married,94390,2,15,3,29,0,20,4,17,1,3,2,3,Not Applicable,Not Applicable,0
3300,2016,44,Travel_Rarely,Sales,24,5,Medical,1,Single,25660,9,11,1,10,3,5,2,3,4,2,2,3,Not Applicable,Not Applicable,0
3301,2016,25,Travel_Rarely,Research & Development,17,3,Medical,1,Single,199260,7,11,3,6,5,4,0,1,1,1,2,4,Not Applicable,Not Applicable,0
3302,2016,33,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Divorced,24510,1,13,1,9,3,9,0,8,1,1,3,2,Not Applicable,Not Applicable,0
3303,2016,35,Travel_Rarely,Sales,6,4,Medical,2,Single,94190,1,24,1,6,5,6,1,1,3,1,2,2,Not Applicable,Not Applicable,0
3304,2016,36,Travel_Rarely,Sales,10,4,Marketing,3,Married,86860,1,13,0,18,2,18,4,11,2,4,2,3,Not Applicable,Not Applicable,0
3305,2016,32,Travel_Rarely,Research & Development,3,4,Medical,4,Divorced,30380,2,20,0,8,3,5,0,3,2,4,2,3,Not Applicable,Not Applicable,0
3306,2016,30,Travel_Frequently,Research & Development,4,5,Medical,5,Divorced,30580,9,14,1,10,2,5,0,3,2,4,2,3,Not Applicable,Not Applicable,0
3307,2016,53,Travel_Rarely,Sales,6,3,Marketing,4,Married,23250,7,18,1,35,1,5,0,4,1,4,3,4,Not Applicable,Not Applicable,0
3308,2016,45,Travel_Rarely,Research & Development,1,5,Technical Degree,2,Divorced,20880,4,15,3,18,2,5,0,2,4,1,3,3,Not Applicable,Not Applicable,0
3309,2016,32,Travel_Rarely,Sales,10,3,Marketing,1,Married,30720,5,12,0,9,4,5,1,3,3,3,2,1,Not Applicable,Not Applicable,0
3310,2016,52,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Married,50060,3,16,1,31,2,9,0,0,3,4,3,3,Not Applicable,Not Applicable,0
3311,2016,37,Travel_Rarely,Sales,24,2,Life Sciences,4,Divorced,42570,4,15,0,9,2,1,0,0,4,3,3,3,Not Applicable,Not Applicable,0
3312,2016,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Divorced,25000,1,16,2,6,3,5,0,4,2,4,3,3,Not Applicable,Not Applicable,0
3313,2016,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Married,11020,6,19,0,4,3,2,2,2,4,4,1,2,Not Applicable,Not Applicable,0
3314,2016,44,Travel_Rarely,Research & Development,22,3,Medical,1,Married,104530,2,11,1,10,2,3,0,2,1,4,2,3,Not Applicable,Not Applicable,0
3315,2016,42,Travel_Frequently,Sales,13,4,Life Sciences,2,Single,22880,5,16,1,8,4,2,2,2,2,4,3,2,Not Applicable,Not Applicable,0
3316,2016,36,Travel_Rarely,Research & Development,14,3,Other,2,Married,39290,0,24,0,6,6,5,0,3,1,1,3,2,Not Applicable,Not Applicable,0
3317,2016,25,Travel_Rarely,Sales,11,3,Life Sciences,1,Married,23110,1,11,1,5,2,5,0,3,3,1,3,3,Not Applicable,Not Applicable,0
3318,2016,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Married,31400,1,13,1,17,2,17,5,15,4,3,3,2,Not Applicable,Not Applicable,0
3320,2016,32,Non-Travel,Research & Development,21,3,Life Sciences,1,Divorced,44500,0,13,0,4,3,3,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3321,2016,25,Travel_Rarely,Sales,5,3,Marketing,4,Married,27560,1,12,2,5,2,5,0,3,3,1,4,3,Not Applicable,Not Applicable,0
3322,2016,49,Travel_Rarely,Sales,9,3,Technical Degree,2,Married,190330,2,18,1,7,5,4,0,2,3,1,3,3,Not Applicable,Not Applicable,0
3323,2016,24,Non-Travel,Research & Development,2,5,Technical Degree,2,Married,187220,0,22,1,6,3,5,3,4,1,4,2,3,Not Applicable,Not Applicable,0
3324,2016,32,Travel_Frequently,Research & Development,12,5,Medical,1,Married,95470,1,13,1,10,3,10,5,3,2,2,3,2,Not Applicable,Not Applicable,0
3325,2016,38,Travel_Rarely,Sales,22,2,Medical,1,Married,137340,0,13,0,3,3,2,1,2,2,2,3,4,Not Applicable,Not Applicable,0
3326,2016,42,Travel_Rarely,Research & Development,18,1,Technical Degree,2,Married,199990,2,23,1,17,6,5,1,3,3,4,2,3,Not Applicable,Not Applicable,0
3327,2016,31,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Married,22790,3,12,1,8,3,6,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3329,2016,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Married,20890,5,16,0,28,2,2,2,2,1,4,3,2,Not Applicable,Not Applicable,0
3330,2016,35,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Married,167920,3,12,1,16,3,13,4,8,4,2,3,4,Not Applicable,Not Applicable,0
3331,2016,37,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Married,35640,5,11,0,10,1,5,0,0,3,4,3,1,Not Applicable,Not Applicable,0
3332,2016,53,Travel_Rarely,Research & Development,1,1,Medical,1,Single,44250,6,22,1,33,2,12,3,8,4,4,3,4,Not Applicable,Not Applicable,0
3333,2016,43,Travel_Frequently,Research & Development,1,3,Medical,1,Married,52650,4,11,1,12,4,5,2,2,4,4,2,3,Not Applicable,Not Applicable,0
3334,2016,47,Travel_Rarely,Sales,15,4,Marketing,3,Married,65530,0,15,0,8,2,7,7,7,3,4,3,3,Not Applicable,Not Applicable,0
3335,2016,37,Non-Travel,Research & Development,1,5,Medical,2,Single,62610,1,12,0,10,1,10,0,9,1,2,3,3,Not Applicable,Not Applicable,0
3336,2016,50,Non-Travel,Research & Development,17,3,Medical,1,Divorced,42980,1,20,1,31,6,31,14,7,1,1,3,3,Not Applicable,Not Applicable,0
3337,2016,39,Travel_Rarely,Research & Development,1,3,Other,3,Married,68040,8,14,1,13,3,5,0,4,4,4,3,2,Not Applicable,Not Applicable,0
3338,2016,33,Travel_Rarely,Sales,7,3,Life Sciences,2,Divorced,38150,3,11,1,7,3,4,0,3,4,2,4,3,Not Applicable,Not Applicable,0
3340,2016,29,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Divorced,66730,6,12,1,8,2,4,0,3,1,4,3,4,Not Applicable,Not Applicable,0
3341,2016,44,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Married,76390,1,14,0,8,6,8,7,1,2,1,3,3,Not Applicable,Not Applicable,0
3342,2016,28,Travel_Rarely,Sales,24,5,Life Sciences,1,Single,23280,1,11,2,4,3,4,0,2,1,4,3,3,Not Applicable,Not Applicable,0
3344,2016,43,Travel_Rarely,Sales,7,4,Marketing,2,Divorced,48760,4,16,2,4,4,1,0,0,1,2,4,3,Not Applicable,Not Applicable,0
3347,2016,36,Travel_Rarely,Research & Development,26,4,Medical,1,Married,84740,0,14,0,17,3,16,4,11,3,4,2,3,Not Applicable,Not Applicable,0
3348,2016,47,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Single,99810,1,21,1,3,3,3,1,2,4,4,2,3,Not Applicable,Not Applicable,0
3351,2016,28,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Divorced,135910,5,20,1,6,2,2,2,2,3,3,3,3,Not Applicable,Not Applicable,0
3353,2016,27,Travel_Rarely,Research & Development,1,3,Medical,1,Single,20580,1,14,1,1,5,1,0,0,2,3,3,3,Not Applicable,Not Applicable,0
3354,2016,34,Travel_Rarely,Research & Development,12,2,Technical Degree,2,Divorced,88650,1,11,1,1,0,1,1,0,2,2,3,3,Not Applicable,Not Applicable,0
